Sampling_code,Date_Time_of_arrival,Date_Time_of_testing,Date_Time_of_incubation,Sample_Name,Sample_Mass_g,Buffer_Volume_mL,Total_Bag_Mass,Bag_Mass,Notes
0922_A,"2022_09_13, 10:15AM","2022_09_13, 11:00AM","2022_09_13, 12:35PM",H_3,25.95,204.04,,,
0922_A,"2022_09_13, 10:15AM","2022_09_13, 11:00AM","2022_09_13, 12:35PM",H_NC,NA,202.11,,,
0922_A,"2022_09_20, 10:15AM","2022_09_20, 11:54AM","2022_09_20, 1:20PM",DI_1,,209.63,37.72,12.12,
0922_A,"2022_09_20, 10:15AM","2022_09_20, 11:54AM","2022_09_20, 1:20PM",DI_2,,210.13,37.27,12.08,
0922_A,"2022_09_20, 10:15AM","2022_09_20, 11:54AM","2022_09_20, 1:20PM",DI_3,,201.71,37.4,12.09,
0922_A,"2022_09_20, 10:15AM","2022_09_20, 11:54AM","2022_09_20, 1:20PM",DI_NC,,201.98,NA,NA,
0922_A,"2022_09_20, 10:15AM","2022_09_24, 9:00AM","2022_09_24, 10:30AM",D7_1,,201.49,37.22,12.05,
0922_A,"2022_09_20, 10:15AM","2022_09_24, 9:00AM","2022_09_24, 10:30AM",D7_2,,212.93,37.66,12.13,
0922_A,"2022_09_20, 10:15AM","2022_09_24, 9:00AM","2022_09_24, 10:30AM",D7_3,,204.15,37.47,12.12,
0922_A,"2022_09_20, 10:15AM","2022_09_24, 9:00AM","2022_09_24, 10:30AM",D7_NC,,199.95,NA,NA,
0922_A,"2022_09_20, 10:15AM","2022_09_29, 7:15AM","2022_09_29, 9:45AM",D12_1,,198.98,37.65,12.04,
0922_A,"2022_09_20, 10:15AM","2022_09_29, 7:15AM","2022_09_29, 9:45AM",D12_2,,198.72,38.01,12.12,
0922_A,"2022_09_20, 10:15AM","2022_09_29, 7:15AM","2022_09_29, 9:45AM",D12_3,,198.14,37.53,12.1,
0922_A,"2022_09_20, 10:15AM","2022_09_29, 7:15AM","2022_09_29, 9:45AM",D12_NC,,201.35,NA,NA,~4mL of buffer spilled from bag while stomaching. The final buffer volume in bag (after spill) is noted down in the Buffer Volume column
0922_A,"2022_09_20, 10:15AM","2022_10_04, 7:10AM","2022_10_04, 9:30AM",D17_1,,201.4,37.41,11.95,
0922_A,"2022_09_20, 10:15AM","2022_10_04, 7:10AM","2022_10_04, 9:30AM",D17_2,,200.76,37.8,12.04,
0922_A,"2022_09_20, 10:15AM","2022_10_04, 7:10AM","2022_10_04, 9:30AM",D17_3,,199.27,37.43,12.04,
0922_A,"2022_09_20, 10:15AM","2022_10_04, 7:10AM","2022_10_04, 9:30AM",D17_NC,,200.41,NA,NA,
0922_A,"2022_09_20, 10:15AM","2022_10_09, 8:25AM","2022_10_09, 10:45AM",D22_1,,200.68,37.21,12.03,
0922_A,"2022_09_20, 10:15AM","2022_10_09, 8:25AM","2022_10_09, 10:45AM",D22_2,,201.75,37.05,12.21,
0922_A,"2022_09_20, 10:15AM","2022_10_09, 8:25AM","2022_10_09, 10:45AM",D22_3,,201.57,37.17,12.2,
0922_A,"2022_09_20, 10:15AM","2022_10_09, 8:25AM","2022_10_09, 10:45AM",D22_NC,,200.55,NA,NA,
0922_B,"2022_09_29, 9:46AM","2022_09_29, 11:30AM","2022_09_29, 1:45PM",H_1,,203.71,37.6,11.99,
0922_B,"2022_09_29, 9:46AM","2022_09_29, 11:30AM","2022_09_29, 1:45PM",H_2,,202.15,37.62,12.03,
0922_B,"2022_09_29, 9:46AM","2022_09_29, 11:30AM","2022_09_29, 1:45PM",H_3,,202.24,37.19,12.03,
0922_B,"2022_09_29, 9:46AM","2022_09_29, 11:30AM","2022_09_29, 1:45PM",H_NC,,,NA,NA,
0922_B,"2022_09_27, 10:28AM","2022_09_27, 12:25PM","2022_09_27, 1:40PM",DI_1,,201.59,37.44,12.07,
0922_B,"2022_09_27, 10:28AM","2022_09_27, 12:25PM","2022_09_27, 1:40PM",DI_2,,214.84,37.86,12.15,
0922_B,"2022_09_27, 10:28AM","2022_09_27, 12:25PM","2022_09_27, 1:40PM",DI_3,,210.78,37.37,12.17,
0922_B,"2022_09_27, 10:28AM","2022_09_27, 12:25PM","2022_09_27, 1:40PM",DI_NC,,206.66,NA,NA,
0922_B,"2022_09_27, 10:28AM","2022_10_01, 8:55AM","2022_10_01, 10:20AM",D7_1,,206.77,37.92,12.15,
0922_B,"2022_09_27, 10:28AM","2022_10_01, 8:55AM","2022_10_01, 10:20AM",D7_2,,198.38,37.28,12.21,
0922_B,"2022_09_27, 10:28AM","2022_10_01, 8:55AM","2022_10_01, 10:20AM",D7_3,,201.76,38.04,12.2,
0922_B,"2022_09_27, 10:28AM","2022_10_01, 8:55AM","2022_10_01, 10:20AM",D7_NC,,200.83,NA,NA,
0922_B,"2022_09_27, 10:28AM","2022_10_06, 6:50AM","2022_10_06, 8:50AM",D12_1,,200.01,37.56,12.35,
0922_B,"2022_09_27, 10:28AM","2022_10_06, 6:50AM","2022_10_06, 8:50AM",D12_2,,202.89,37.34,12.22,
0922_B,"2022_09_27, 10:28AM","2022_10_06, 6:50AM","2022_10_06, 8:50AM",D12_3,,220.21,37.76,12.26,
0922_B,"2022_09_27, 10:28AM","2022_10_06, 6:50AM","2022_10_06, 8:50AM",D12_NC,,200.98,NA,NA,
0922_B,"2022_09_27, 10:28AM","2022_10_11, 9:15AM","2022_10_11, 10:15 AM",D17_1,,201.15,37.26,12.13,
0922_B,"2022_09_27, 10:28AM","2022_10_11, 9:15AM","2022_10_11, 10:15 AM",D17_2,,200.77,37.52,12.23,
0922_B,"2022_09_27, 10:28AM","2022_10_11, 9:15AM","2022_10_11, 10:15 AM",D17_3,,200.41,37.61,12.22,
0922_B,"2022_09_27, 10:28AM","2022_10_11, 9:15AM","2022_10_11, 10:15 AM",D17_NC,,200.99,NA,NA,
0922_B,"2022_09_27, 10:28AM","2022_10_16, 8:55AM","2022_10_16, 11:10AM",D22_1,,200.87,37.41,12.14,
0922_B,"2022_09_27, 10:28AM","2022_10_16, 8:55AM","2022_10_16, 11:10AM",D22_2,,200.05,37.49,12.24,
0922_B,"2022_09_27, 10:28AM","2022_10_16, 8:55AM","2022_10_16, 11:10AM",D22_3,,199.69,37.2,12.15,
0922_B,"2022_09_27, 10:28AM","2022_10_16, 8:55AM","2022_10_16, 11:10AM",D22_NC,,205.1,NA,NA,
1022_A,"2022_10_05, 10:42AM","2022_10_05, 11:30AM","2022_10_05, 12:40PM",H_1,,205.57,36.69,12.2,
1022_A,"2022_10_05, 10:42AM","2022_10_05, 11:30AM","2022_10_05, 12:40PM",H_2,,206.59,37.45,12.08,
1022_A,"2022_10_05, 10:42AM","2022_10_05, 11:30AM","2022_10_05, 12:40PM",H_3,,201.78,37.15,12.07,
1022_A,"2022_10_05, 10:42AM","2022_10_05, 11:30AM","2022_10_05, 12:40PM",H_NC,,202.77,NA,NA,
1022_A,"2022_10_15, 10:40AM","2022_10_15, 12:15PM","2022_10_15, 2:45PM",DI_1,,200.82,37.58,12.1,
1022_A,"2022_10_15, 10:40AM","2022_10_15, 12:15PM","2022_10_15, 2:45PM",DI_2,,199.67,36.94,12.03,
1022_A,"2022_10_15, 10:40AM","2022_10_15, 12:15PM","2022_10_15, 2:45PM",DI_3,,204.95,37.79,12.07,
1022_A,"2022_10_15, 10:40AM","2022_10_15, 12:15PM","2022_10_15, 2:45PM",DI_NC,,200.71,NA,NA,
1022_A,"2022_10_15, 10:40AM","2022_10_20, 7:20AM","2022_10_20, 9:00AM",D7_1,,201.89,37.07,11.97,
1022_A,"2022_10_15, 10:40AM","2022_10_20, 7:20AM","2022_10_20, 9:00AM",D7_2,,206.64,37.51,11.92,
1022_A,"2022_10_15, 10:40AM","2022_10_20, 7:20AM","2022_10_20, 9:00AM",D7_3,,228.12,38,11.92,
1022_A,"2022_10_15, 10:40AM","2022_10_20, 7:20AM","2022_10_20, 9:00AM",D7_NC,,201.28,NA,NA,
1022_A,"2022_10_15, 10:40AM","2022_10_25, 8:30AM","2022_10_25, 10:35AM",D12_1,,199.92,37.13,11.91,
1022_A,"2022_10_15, 10:40AM","2022_10_25, 8:30AM","2022_10_25, 10:35AM",D12_2,,213.72,37.31,11.97,
1022_A,"2022_10_15, 10:40AM","2022_10_25, 8:30AM","2022_10_25, 10:35AM",D12_3,,199.37,36.87,11.94,
1022_A,"2022_10_15, 10:40AM","2022_10_25, 8:30AM","2022_10_25, 10:35AM",D12_NC,,199.09,NA,NA,
1022_A,"2022_10_15, 10:40AM","2022_10_30, 9:00AM","2022_10_30, 11:00AM",D17_1,,198.97,38.86,12.06,
1022_A,"2022_10_15, 10:40AM","2022_10_30, 9:00AM","2022_10_30, 11:00AM",D17_2,,229.97,37.02,12.1,
1022_A,"2022_10_15, 10:40AM","2022_10_30, 9:00AM","2022_10_30, 11:00AM",D17_3,,199.36,37.18,12.05,
1022_A,"2022_10_15, 10:40AM","2022_10_30, 9:00AM","2022_10_30, 11:00AM",D17_NC,,201.98,NA,NA,
1022_A,"2022_10_15, 10:40AM","2022_11_4, 9:00 AM","2022_11_04, 10:10AM",D22_1,,203.82,37.13,12.06,
1022_A,"2022_10_15, 10:40AM","2022_11_4, 9:00 AM","2022_11_04, 10:10AM",D22_2,,198.24,38.1,12.11,
1022_A,"2022_10_15, 10:40AM","2022_11_4, 9:00 AM","2022_11_04, 10:10AM",D22_3,,209.5,37.54,12.08,
1022_A,"2022_10_15, 10:40AM","2022_11_4, 9:00 AM","2022_11_04, 10:10AM",D22_NC,,198.28,NA,NA,
1022_B,"2022_10_19, 10:23AM","2022_10_19, 11:15AM","2022_10_19, 1:00PM",H_1,,211.92,35.56,12.14,
1022_B,"2022_10_19, 10:23AM","2022_10_19, 11:15AM","2022_10_19, 1:00PM",H_2,,201.9,37.23,12.16,
1022_B,"2022_10_19, 10:23AM","2022_10_19, 11:15AM","2022_10_19, 1:00PM",H_3,,199.66,37.34,12.07,
1022_B,"2022_10_19, 10:23AM","2022_10_19, 11:15AM","2022_10_19, 1:00PM",H_NC,,200.01,NA,NA,
1022_B,"2022_10_25, 10:16AM","2022_10_25, 12:00PM","2022_10_25, 1:10PM",DI_1,,201.47,37.24,12.07,
1022_B,"2022_10_25, 10:16AM","2022_10_25, 12:00PM","2022_10_25, 1:10PM",DI_2,,201.3,37.29,12.18,
1022_B,"2022_10_25, 10:16AM","2022_10_25, 12:00PM","2022_10_25, 1:10PM",DI_3,,198.08,37.47,12.08,
1022_B,"2022_10_25, 10:16AM","2022_10_25, 12:00PM","2022_10_25, 1:10PM",DI_NC,,201.86,NA,NA,
1022_B,"2022_10_25, 10:16AM","2022_10_29, 9:18AM","2022_10_29, 11:30AM",D7_1,,199.18,37.27,12.11,
1022_B,"2022_10_25, 10:16AM","2022_10_29, 9:18AM","2022_10_29, 11:30AM",D7_2,,200.2,37.53,12.02,
1022_B,"2022_10_25, 10:16AM","2022_10_29, 9:18AM","2022_10_29, 11:30AM",D7_3,,201.63,37.35,12.06,
1022_B,"2022_10_25, 10:16AM","2022_10_29, 9:18AM","2022_10_29, 11:30AM",D7_NC,,200.39,NA,NA,
1022_B,"2022_10_25, 10:16AM","2022_11_03, 7:30AM",,D12_1,,200.3,36.96,12.06,
1022_B,"2022_10_25, 10:16AM","2022_11_03, 7:30AM",,D12_2,,199.4,37.64,12.03,
1022_B,"2022_10_25, 10:16AM","2022_11_03, 7:30AM",,D12_3,,198.46,37.19,12.06,
1022_B,"2022_10_25, 10:16AM","2022_11_03, 7:30AM",,D12_NC,,204.25,NA,NA,
1022_B,"2022_10_25, 10:16AM","2022_11_08, 9:05AM","2022_11_08, 11:15AM",D17_1,,204.77,37.06,12.01,
1022_B,"2022_10_25, 10:16AM","2022_11_08, 9:05AM","2022_11_08, 11:15AM",D17_2,,201.38,37.44,12.07,
1022_B,"2022_10_25, 10:16AM","2022_11_08, 9:05AM","2022_11_08, 11:15AM",D17_3,,201.27,37.53,12.02,
1022_B,"2022_10_25, 10:16AM","2022_11_08, 9:05AM","2022_11_08, 11:15AM",D17_NC,,200.78,NA,NA,
1022_B,"2022_10_25, 10:16AM","2022_11_13, 8:55AM","2022_11_13, 11:08AM",D22_1,,201.94,37.82,12,
1022_B,"2022_10_25, 10:16AM","2022_11_13, 8:55AM","2022_11_13, 11:08AM",D22_2,,203.01,37.3,12,
1022_B,"2022_10_25, 10:16AM","2022_11_13, 8:55AM","2022_11_13, 11:08AM",D22_3,,208.63,37.19,12.07,
1022_B,"2022_10_25, 10:16AM","2022_11_13, 8:55AM","2022_11_13, 11:08AM",D22_NC,,198.24,NA,NA,
1122_A,"2022_11_12, 10:45AM","2022_11_12, 11:30AM","2022_11_12, 1:12PM",DI_1,,217.09,37.4,12.02,
1122_A,"2022_11_12, 10:45AM","2022_11_12, 11:30AM","2022_11_12, 1:12PM",DI_2,,205.78,37.18,12.12,
1122_A,"2022_11_12, 10:45AM","2022_11_12, 11:30AM","2022_11_12, 1:12PM",DI_3,,203.25,37.22,12.07,
1122_A,"2022_11_12, 10:45AM","2022_11_12, 11:30AM","2022_11_12, 1:12PM",DI_NC,,201.73,NA,NA,
1122_A,"2022_11_12, 10:45AM","2022_11_16, 9:00AM","2022_11_16, time not recorded",D7_1,,197.99,37.33,12.05,
1122_A,"2022_11_12, 10:45AM","2022_11_16, 9:00AM","2022_11_16, time not recorded",D7_2,,198.99,37.25,12.01,
1122_A,"2022_11_12, 10:45AM","2022_11_16, 9:00AM","2022_11_16, time not recorded",D7_3,,200.04,37.53,12,
1122_A,"2022_11_12, 10:45AM","2022_11_16, 9:00AM","2022_11_16, time not recorded",D7_NC,,199.07,NA,NA,
1122_A,"2022_11_12, 10:45AM","2022_11_21, 8:50AM","2022_11_21, 10:10AM",D12_1,,200.44,37.63,12.12,
1122_A,"2022_11_12, 10:45AM","2022_11_21, 8:50AM","2022_11_21, 10:10AM",D12_2,,198.28,37.26,12.2,
1122_A,"2022_11_12, 10:45AM","2022_11_21, 8:50AM","2022_11_21, 10:10AM",D12_3,,197.81,37.39,12.16,
1122_A,"2022_11_12, 10:45AM","2022_11_21, 8:50AM","2022_11_21, 10:10AM",D12_NC,,198.31,NA,NA,
1122_A,"2022_11_12, 10:45AM","2022_11_26, 8:50AM","2022_11_26, 11:00AM",D17_1,,207.01,37.34,12.04,
1122_A,"2022_11_12, 10:45AM","2022_11_26, 8:50AM","2022_11_26, 11:00AM",D17_2,,202.35,37.08,12.03,
1122_A,"2022_11_12, 10:45AM","2022_11_26, 8:50AM","2022_11_26, 11:00AM",D17_3,,198.21,37.12,12.08,
1122_A,"2022_11_12, 10:45AM","2022_11_26, 8:50AM","2022_11_26, 11:00AM",D17_NC,,199.78,NA,NA,
1122_A,"2022_11_12, 10:45AM","2022_12_01, 7:30AM","2022_12_01, 9:30AM",D22_1,,199.42,36.89,12.01,
1122_A,"2022_11_12, 10:45AM","2022_12_01, 7:30AM","2022_12_01, 9:30AM",D22_2,,198.04,37.12,11.94,
1122_A,"2022_11_12, 10:45AM","2022_12_01, 7:30AM","2022_12_01, 9:30AM",D22_3,,201.6,36.88,11.92,
1122_A,"2022_11_12, 10:45AM","2022_12_01, 7:30AM","2022_12_01, 9:30AM",D22_NC,,200.54,NA,NA,
1122_B,"2022_11_30, 11:07AM","2022_11_30, 1:00PM","2022_11_30, 3:10PM",D7_1,,208.18,37.66,11.96,Samples arrived on day 7 of shelf life
1122_B,"2022_11_30, 11:07AM","2022_11_30, 1:00PM","2022_11_30, 3:10PM",D7_2,,202.04,37.37,12.07,Samples arrived on day 7 of shelf life
1122_B,"2022_11_30, 11:07AM","2022_11_30, 1:00PM","2022_11_30, 3:10PM",D7_3,,200.39,37.89,12.05,Samples arrived on day 7 of shelf life
1122_B,"2022_11_30, 11:07AM","2022_11_30, 1:00PM","2022_11_30, 3:10PM",D7_NC,,200.76,NA,NA,Samples arrived on day 7 of shelf life
1122_B,"2022_11_30, 11:07AM","2022_12_05, 8:20AM","2022_12_05, 10:20AM",D12_1,,199.82,37.44,12.08,
1122_B,"2022_11_30, 11:07AM","2022_12_05, 8:20AM","2022_12_05, 10:20AM",D12_2,,203.83,37.4,12.07,
1122_B,"2022_11_30, 11:07AM","2022_12_05, 8:20AM","2022_12_05, 10:20AM",D12_3,,208.39,37.69,12.06,
1122_B,"2022_11_30, 11:07AM","2022_12_05, 8:20AM","2022_12_05, 10:20AM",D12_NC,,198.12,NA,NA,
1122_B,"2022_11_30, 11:07AM","2022_12_10, 8:20AM","2022_12_10, 10:35AM",D17_1,,203.08,37.93,12.08,
1122_B,"2022_11_30, 11:07AM","2022_12_10, 8:20AM","2022_12_10, 10:35AM",D17_2,,200.99,37.61,12.13,
1122_B,"2022_11_30, 11:07AM","2022_12_10, 8:20AM","2022_12_10, 10:35AM",D17_3,,201.36,37.81,12.08,
1122_B,"2022_11_30, 11:07AM","2022_12_10, 8:20AM","2022_12_10, 10:35AM",D17_NC,,202.68,NA,NA,
1122_B,"2022_11_30, 11:07AM","2022_12_15, 7:25AM","2022_12_15, 9:40AM",D22_1,,200.08,37.22,12.1,
1122_B,"2022_11_30, 11:07AM","2022_12_15, 7:25AM","2022_12_15, 9:40AM",D22_2,,200.46,37.64,12.1,
1122_B,"2022_11_30, 11:07AM","2022_12_15, 7:25AM","2022_12_15, 9:40AM",D22_3,,211.48,37.32,12.08,
1122_B,"2022_11_30, 11:07AM","2022_12_15, 7:25AM","2022_12_15, 9:40AM",D22_NC,,202.54,NA,NA,
1222_A,"2022_12_03, 10:10AM",2022_12_03 11:05 AM,,H_1,,201.94,37.62,12.03,had a bit of broth spill out during stmaching 
1222_A,"2022_12_03, 10:10AM",2022_12_03 11:05AM,,H_2,,203.76,37.33,12.05,
1222_A,"2022_12_03, 10:10AM",2022_12_03 11:05AM,,H_3,,201.56,37.95,12.08,
1222_A,"2022_12_03, 10:10AM",2022_12_03 11:05AM,,H_NC,,214.92,0,,
1222_A,"2022_12_09, 10:11AM","2022_12_09, 1:15PM","2022_12_09, 3:00PM",DI_1,,199.67,37.72,12.05,
1222_A,"2022_12_09, 10:11AM","2022_12_09, 1:15PM","2022_12_09, 3:00PM",DI_2,,198.45,37.68,12.06,
1222_A,"2022_12_09, 10:11AM","2022_12_09, 1:15PM","2022_12_09, 3:00PM",DI_3,,200.49,37.66,12.04,
1222_A,"2022_12_09, 10:11AM","2022_12_09, 1:15PM","2022_12_09, 3:00PM",DI_NC,,201.88,NA,NA,
1222_A,"2022_12_09, 10:11AM","2022_12_12, 9:00AM","2022_12_12, 10:45AM",D7_1,,205.24,37.75,12,
1222_A,"2022_12_09, 10:11AM","2022_12_12, 9:00AM","2022_12_12, 10:45AM",D7_2,,200.6,37.62,12.02,
1222_A,"2022_12_09, 10:11AM","2022_12_12, 9:00AM","2022_12_12, 10:45AM",D7_3,,203.22,37.86,12.06,
1222_A,"2022_12_09, 10:11AM","2022_12_12, 9:00AM","2022_12_12, 10:45AM",D7_NC,,201.15,NA,NA,
1222_A,"2022_12_09, 10:11AM","2022_12_17, 8:50AM","2022_12_17, time not recorded",D12_1,,212.71,37.11,12.09,
1222_A,"2022_12_09, 10:11AM","2022_12_17, 8:50AM","2022_12_17, time not recorded",D12_2,,198.36,37.12,12.09,
1222_A,"2022_12_09, 10:11AM","2022_12_17, 8:50AM","2022_12_17, time not recorded",D12_3,,203.78,37.62,12.02,
1222_A,"2022_12_09, 10:11AM","2022_12_17, 8:50AM","2022_12_17, time not recorded",D12_NC,,198.41,NA,NA,
1222_A,"2022_12_09, 10:11AM","2022_12_22, 8:45AM","2022_12_22, 10:55AM",D17_1,,200.99,37.65,12.06,
1222_A,"2022_12_09, 10:11AM","2022_12_22, 8:45AM","2022_12_22, 10:55AM",D17_2,,202.76,37.68,12.04,
1222_A,"2022_12_09, 10:11AM","2022_12_22, 8:45AM","2022_12_22, 10:55AM",D17_3,,206.57,37.3,12.06,
1222_A,"2022_12_09, 10:11AM","2022_12_22, 8:45AM","2022_12_22, 10:55AM",D17_NC,,206.94,NA,NA,
1222_A,"2022_12_09, 10:11AM","2022_12_27, 8:31AM","2022_12_27, 9:50AM",D22_1,,207.59,37.28,12.03,
1222_A,"2022_12_09, 10:11AM","2022_12_27, 8:31AM","2022_12_27, 9:50AM",D22_2,,215.25,37.29,11.97,
1222_A,"2022_12_09, 10:11AM","2022_12_27, 8:31AM","2022_12_27, 9:50AM",D22_3,,202.63,37.28,12.02,
1222_A,"2022_12_09, 10:11AM","2022_12_27, 8:31AM","2022_12_27, 9:50AM",D22_NC,,212.14,NA,NA,
1222_B,"2022_12_12, 10:11AM","2022_12_12, 11:45AM","2022_12_12, 1:30PM",H_1,,203.85,37.69,12.02,
1222_B,"2022_12_12, 10:11AM","2022_12_12, 11:45AM","2022_12_12, 1:30PM",H_2,,204.74,37.21,12.01,
1222_B,"2022_12_12, 10:11AM","2022_12_12, 11:45AM","2022_12_12, 1:30PM",H_3,,199.49,37.71,12.01,
1222_B,"2022_12_12, 10:11AM","2022_12_12, 11:45AM","2022_12_12, 1:30PM",H_NC,,197.7,NA,NA,
1222_B,"2022_12_15, 10:23AM","2022_12_15, 1:15PM","2022_12_15, 3:30PM",DI_1,,200.43,37.32,11.98,
1222_B,"2022_12_15, 10:23AM","2022_12_15, 1:15PM","2022_12_15, 3:30PM",DI_2,,207.75,37.62,11.97,
1222_B,"2022_12_15, 10:23AM","2022_12_15, 1:15PM","2022_12_15, 3:30PM",DI_3,,198.48,37.7,12,
1222_B,"2022_12_15, 10:23AM","2022_12_15, 1:15PM","2022_12_15, 3:30PM",DI_NC,,197.87,NA,NA,
1222_B,"2022_12_15, 10:23AM","2022_12_20, 7:40AM","2022_12_20, 9:35AM",D7_1,,201.2,37.63,12.04,
1222_B,"2022_12_15, 10:23AM","2022_12_20, 7:40AM","2022_12_20, 9:35AM",D7_2,,203.78,38.59,12.05,
1222_B,"2022_12_15, 10:23AM","2022_12_20, 7:40AM","2022_12_20, 9:35AM",D7_3,,204.77,37.27,11.98,
1222_B,"2022_12_15, 10:23AM","2022_12_20, 7:40AM","2022_12_20, 9:35AM",D7_NC,,202.43,NA,NA,
1222_B,"2022_12_15, 10:23AM","2022_12_25, 9:05AM","2022_12_25, 11:10AM",D12_1,,203.97,37.05,12.06,
1222_B,"2022_12_15, 10:23AM","2022_12_25, 9:05AM","2022_12_25, 11:10AM",D12_2,,199.44,37.16,12,
1222_B,"2022_12_15, 10:23AM","2022_12_25, 9:05AM","2022_12_25, 11:10AM",D12_3,,203.66,37.18,11.94,
1222_B,"2022_12_15, 10:23AM","2022_12_25, 9:05AM","2022_12_25, 11:10AM",D12_NC,,200.91,NA,NA,
1222_B,"2022_12_15, 10:23AM","2022_12_30, 8:45AM","2022_12_30, 9:45AM",D17_1,,203.07,37.77,12,
1222_B,"2022_12_15, 10:23AM","2022_12_30, 8:45AM","2022_12_30, 9:45AM",D17_2,,203.45,37.27,11.99,
1222_B,"2022_12_15, 10:23AM","2022_12_30, 8:45AM","2022_12_30, 9:45AM",D17_3,,205.25,37.54,11.99,
1222_B,"2022_12_15, 10:23AM","2022_12_30, 8:45AM","2022_12_30, 9:45AM",D17_NC,,203.83,NA,NA,
1222_B,"2022_12_15, 10:23AM","2023_01_04, 8:55AM","2023_01_03, 11:15AM",D22_1,,201.54,37.32,11.95,
1222_B,"2022_12_15, 10:23AM","2023_01_04, 8:55AM","2023_01_03, 11:15AM",D22_2,,201.23,37.82,12.02,
1222_B,"2022_12_15, 10:23AM","2023_01_04, 8:55AM","2023_01_03, 11:15AM",D22_3,,202.88,37.23,12.05,
1222_B,"2022_12_15, 10:23AM","2023_01_04, 8:55AM","2023_01_03, 11:15AM",D22_NC,,198.89,NA,NA,
1222_C,"2022_12_20, 11:07AM","2022_12_20, 11:40AM","2022_12_20, time not recorded",H_1,,215.82,37.63,12.13,
1222_C,"2022_12_20, 11:07AM","2022_12_20, 11:40AM","2022_12_20, time not recorded",H_2,,199.73,36.69,12.06,
1222_C,"2022_12_20, 11:07AM","2022_12_20, 11:40AM","2022_12_20, time not recorded",H_3,,217.07,37.22,12.05,
1222_C,"2022_12_20, 11:07AM","2022_12_20, 11:40AM","2022_12_20, time not recorded",H_NC,,199.07,NA,NA,