"qseqid","genus"
"s12-1911","Enterobacteriaceae"
"s12-1912","Bacillus"
"s12-1913","Bacillus"
"s12-1914","Erwinia"
"s12-1915","Pantoea"
"s12-1916","Pantoea"
"s12-1917","Pantoea"
"s12-1918","Pseudomonas"
"s12-1919","Pantoea"
"s12-1920","Pantoea"
"s12-1921","Erwinia"
"s12-1922","Erwinia"
"s12-1923","Pantoea"
"s12-1924","Erwinia"
"s12-1925","Erwinia"
"s12-1926","Pseudomonas"
"s12-1927","Pseudomonas"
"s12-1929","Pseudomonas"
"s12-1930","Pseudomonas"
"s12-1932","Pseudomonas"
"s12-1933","Pseudomonas"
"s12-1935","Pseudomonas"
"s12-1936","Pseudomonas"
"s12-1937","Pseudomonas"
"s12-1938","Pseudomonas"
"s12-1939","Exiguobacterium"
"s12-1940","Pseudomonas"
"s12-1941","Pseudomonas"
"s12-1942","Pseudomonas"
"s12-1943","Pantoea"
"s12-1944","Erwinia"
"s12-1945","Pseudomonas"
"s12-1946","Acinetobacter"
"s12-1947","Exiguobacterium"
"s12-1948","Exiguobacterium"
"s12-1949","Exiguobacterium"
"s12-1950","Serratia"
"s12-1951","Pantoea"
"s12-1952","Pantoea"
"s12-1953","Pantoea"
"s12-1954","Serratia"
"s12-1955","Serratia"
"s12-1956","Serratia"
"s12-1957","Serratia"
"s12-1958","Pantoea"
"s12-1959","Pantoea"
"s12-1960","Pantoea"
"s12-1961","Siccibacter"
"s12-1962","Pseudomonas"
"s12-1963","Pseudomonas"
"s12-1964","Pseudomonas"
"s12-1965","Pseudomonas"
"s12-1966","Serratia"
"s12-1967","Erwinia"
"s12-1968","Erwinia"
"s12-1969","Enterobacterales"
"s12-1970","Pseudomonas"
"s12-1971","Erwinia"
"s12-1972","Erwinia"
"s12-1973","Enterobacterales"
"s12-1974","Erwinia"
"s12-1975","Pseudomonas"
"s12-1976","Pseudomonas"
"s12-1977","Pantoea"
"s12-1978","Pseudomonas"
"s12-1979","Pseudomonas"
"s12-1980","Erwinia"
"s12-1981","Erwinia"
"s12-1982","Pseudomonas"
"s12-1983","Pantoea"
"s12-1984","Pantoea"
"s12-1985","Erwinia"
"s12-1986","Pantoea"
"s12-1987","Pseudomonas"
"s12-1988","Pantoea"
"s12-1989","Erwinia"
"s12-1990","Pseudomonas"
"s12-1991","Erwinia"
"s12-1992","Pseudomonas"
"s12-1993","Pantoea"
"s12-1994","Ewingella"
"s12-1995","Erwinia"
"s12-1996","Pantoea"
"s12-1997","Pseudomonas"
"s12-1998","Serratia"
"s12-1999","Pantoea"
"s12-2000","Erwinia"
"s12-2001","Enterobacteriaceae"
"s12-2002","Pantoea"
"s12-2003","Bacillus"
"s12-2004","Exiguobacterium"
"s12-2005","Serratia"
"s12-2006","Pantoea"
"s12-2008","Pantoea"
"s12-2009","Pseudomonas"
"s12-2010","Siccibacter"
"s12-2011","Pseudomonas"
"s12-2012","Exiguobacterium"
"s12-2013","Erwinia"
"s12-2014","Erwinia"
"s12-2015","Erwinia"
"s12-2016","Pseudomonas"
"s12-2017","Erwinia"
"s12-2018","Pantoea"
"s12-2019","Erwinia"
"s12-2020","Erwinia"
"s12-2021","Erwinia"
"s12-2022","Erwinia"
"s12-2023","Erwinia"
"s12-2024","Erwinia"
"s12-2025","Bacillus"
"s12-2026","Pseudomonas"
"s12-2027","Pseudomonas"
"s12-2028","Shewanella"
"s12-2029","Pseudomonas"
"s12-2030","Enterobacterales"
"s12-2031","Pseudomonas"
"s12-2032","Pseudomonas"
"s12-2033","Enterobacterales"
"s12-2034","Pseudomonas"
"s12-2035","Erwinia"
"s12-2036","Erwinia"
"s12-2037","Exiguobacterium"
"s12-2038","Ewingella"
"s12-2039","Erwinia"
"s12-2040","Pseudomonas"
"s12-2041","Pantoea"
"s12-2042","Erwinia"
"s12-2043","Erwinia"
"s12-2044","Pseudomonas"
"s12-2045","Pantoea"
"s12-2046","Erwinia"
"s12-2047","Pseudomonas"
"s12-2048","Pseudomonas"
"s12-2049","Serratia"
"s12-2050","Pseudomonas"
"s12-2051","Enterobacteriaceae"
"s12-2052","Aeromonas"
"s12-2053","Pantoea"
"s12-2054","Enterobacterales"
"s12-2055","Pseudomonas"
"s12-2056","Stenotrophomonas"
"s12-2057","Pseudomonas"
"s12-2058","Erwinia"
"s12-2059","Pseudomonas"
"s12-2060","Bacillus"
"s12-2061","Pantoea"
"s12-2062","Pseudomonas"
"s12-2063","Pantoea"
"s12-2064","Enterobacteriaceae"
"s12-2065","Bacillus"
"s12-2066","Enterobacteriaceae"
"s12-2067","Pantoea"
"s12-2068","Pseudomonas"
"s12-2069","Bacillus"
"s12-2070","Bacillus"
"s12-2071","Pseudomonas"
"s12-2072","Pseudomonas"
"s12-2073","Exiguobacterium"
"s12-2074","Pseudomonas"
"s12-2075","Pseudomonas"
"s12-2076","Pantoea"
"s12-2077","Pseudomonas"
"s12-2078","Pantoea"
"s12-2079","Pseudomonas"
"s12-2080","Erwinia"
"s12-2081","Erwinia"
"s12-2082","Erwinia"
"s12-2083","Sphingobacterium"
"s12-2084","Pseudomonas"
"s12-2085","Pantoea"
"s12-2086","Shewanella"
"s12-2087","Shewanella"
"s12-2088","Pseudomonas"
"s12-2089","Shewanella"
"s12-2090","Pantoea"
"s12-2091","Pantoea"
"s12-2092","Serratia"
"s12-2093","Pantoea"
"s12-2094","Serratia"
"s12-2095","Pantoea"
"s12-2096","Serratia"
"s12-2097","Serratia"
"s12-2098","Pseudomonas"
"s12-2099","Enterobacteriaceae"
"s12-2100","Pseudomonas"
"s12-2101","Pseudomonas"
"s12-2102","Erwinia"
"s12-2103","Pseudomonas"
"s12-2104","Pseudomonas"
"s12-2105","Pseudomonas"
"s12-2106","Erwinia"
"s12-2107","Pseudomonas"
"s12-2108","Pseudomonas"
"s12-2109","Pseudomonas"
"s12-2110","Pseudomonas"
"s12-2111","Pseudomonas"
"s12-2112","Shewanella"
"s12-2113","Pseudomonas"
"s12-2114","Pantoea"
"s12-2115","Exiguobacterium"
"s12-2116","Pantoea"
"s12-2117","Pseudomonas"
"s12-2118","Pseudomonas"
"s12-2119","Pantoea"
"s12-2120","Exiguobacterium"
"s12-2121","Pantoea"
"s12-2123","Pantoea"
"s12-2124","Pantoea"
"s12-2125","Pantoea"
"s12-2126","Pseudomonas"
"s12-2127","Bacillus"
"s12-2128","Pantoea"
"s12-2129","Pantoea"
"s12-2131","Pantoea"
"s12-2132","Pseudomonas"
"s12-2133","Pseudomonas"
"s12-2134","Pantoea"
"s12-2135","Bacillus"
"s12-2136","Pseudomonas"
"s12-2137","Bacillus"
"s12-2138","Bacillus"
"s12-2139","Pantoea"
"s12-2140","Pseudomonas"
"s12-2141","Pseudomonas"
"s12-2142","Pseudomonas"
"s12-2143","Pantoea"
"s12-2144","Pantoea"
"s12-2145","Pantoea"
"s12-2146","Pantoea"
"s12-2147","Pantoea"
"s12-2148","Pseudomonas"
"s12-2149","Pantoea"
"s12-2150","Pantoea"
"s12-2151","Shewanella"
"s12-2154","Pantoea"
"s12-2155","Pseudomonas"
"s12-2156","Pantoea"
"s12-2157","Erwinia"
"s12-2158","Pseudomonas"
"s12-2159","Pantoea"
"s12-2160","Exiguobacterium"
"s12-2161","Shewanella"
"s12-2162","Rahnella"
"s12-2163","Pseudomonas"
"s12-2164","Erwinia"
"s12-2165","Pantoea"
"s12-2166","Erwinia"
"s12-2167","Pantoea"
"s12-2168","Pantoea"
"s12-2169","Pantoea"
"s12-2170","Pantoea"
"s12-2171","Pantoea"
"s12-2172","Erwinia"
"s12-2173","Erwinia"
"s12-2174","Erwinia"
"s12-2175","Shewanella"
"s12-2176","Pantoea"
"s12-2177","Shewanella"
"s12-2178","Pantoea"
"s12-2179","Shewanella"
"s12-2180","Pantoea"
"s12-2181","Erwinia"
"s12-2182","Shewanella"
"s12-2183","Stenotrophomonas"
"s12-2184","Pantoea"
"s12-2185","Pantoea"
"s12-2186","Pseudomonas"
"s12-2187","Pantoea"
"s12-2188","Pantoea"
"s12-2189","Pseudomonas"
"s12-2190","Pantoea"
"s12-2191","Enterobacteriaceae"
"s12-2192","Erwinia"
"s12-2193","Enterobacteriaceae"
"s12-2194","Enterobacteriaceae"
"s12-2195","Pantoea"
"s12-2196","Pantoea"
"s12-2197","Pantoea"
"s12-2198","Pantoea"
"s12-2200","Pantoea"
"s12-2201","Pantoea"
"s12-2202","Exiguobacterium"
"s12-2203","Pseudomonas"
"s12-2204","Erwinia"
"s12-2205","Pantoea"
"s12-2206","Pantoea"
"s12-2207","Pantoea"
"s12-2208","Erwinia"
"s12-2209","Exiguobacterium"
"s12-2210","Erwinia"
"s12-2211","Erwinia"
"s12-2212","Pantoea"
"s12-2213","Erwinia"
"s12-2214","Pseudomonas"
"s12-2215","Exiguobacterium"
"s12-2216","Pantoea"
"s12-2217","Exiguobacterium"
"s12-2218","Pantoea"
"s12-2219","Pantoea"
"s12-2220","Pseudomonas"
"s12-2221","Pantoea"
"s12-2222","Pseudomonas"
"s12-2223","Pseudomonas"
"s12-2224","Sphingobacterium"
"s12-2225","Micrococcaeae"
"s12-2226","Shewanella"
"s12-2227","Pseudomonas"
"s12-2228","Shewanella"
"s12-2229","Paenibacillus"
"s12-2230","Stenotrophomonas"
"s12-2231","Stenotrophomonas"
"s12-2232","Pseudomonas"
"s12-2233","Pseudomonas"
"s12-2234","Stenotrophomonas"
"s12-2235","Pseudomonas"
"s12-2237","Flavobacterium"
"s12-2238","Flavobacterium"
"s12-2239","Flavobacterium"
"s12-2240","Pseudomonas"
"s12-2241","Shewanella"
"s12-2243","Shewanella"
"s12-2244","Pantoea"
"s12-2245","Pantoea"
"s12-2246","Pseudomonas"
"s12-2247","Pantoea"
"s12-2248","Pantoea"
"s12-2249","Pantoea"
"s12-2250","Pantoea"
"s12-2251","Erwinia"
"s12-2252","Pantoea"
"s12-2253","Erwinia"
"s12-2254","Erwinia"
"s12-2255","Pantoea"
"s12-2256","Pantoea"
"s12-2257","Pantoea"
"s12-2258","Pantoea"
"s12-2259","Pantoea"
"s12-2260","Erwinia"
"s12-2261","Pseudomonas"
"s12-2262","Pantoea"
"s12-2263","Erwinia"
"s12-2264","Pseudomonas"
"s12-2265","Pseudomonas"
"s12-2266","Pantoea"
"s12-2267","Erwinia"
"s12-2268","Pantoea"
"s12-2269","Pantoea"
"s12-2270","Pantoea"
"s12-2271","Pantoea"
"s12-2272","Pantoea"
"s12-2273","Pantoea"
"s12-2274","Pseudomonas"
"s12-2275","Erwinia"
"s12-2276","Erwinia"
"s12-2277","Pseudomonas"
"s12-2278","Pantoea"
"s12-2279","Erwinia"
"s12-2280","Pantoea"
"s12-2281","Erwinia"
"s12-2282","Pantoea"
"s12-2283","Pantoea"
"s12-2284","Pantoea"
"s12-2285","Erwinia"
"s12-2286","Erwinia"
"s12-2287","Erwinia"
"s12-2288","Erwinia"
"s12-2289","Erwinia"
"s12-2290","Pantoea"
"s12-2291","Pantoea"
"s12-2292","Pantoea"
"s12-2293","Pseudomonas"
"s12-2294","Pseudomonas"
"s12-2295","Erwinia"
"s12-2296","Pantoea"
"s12-2297","Pantoea"
"s12-2298","Pantoea"
"s12-2299","Pantoea"
"s12-2300","Pantoea"
"s12-2301","Pantoea"
"s12-2302","Pantoea"
"s12-2303","Pantoea"
"s12-2304","Pantoea"
"s12-2305","Pantoea"
"s12-2306","Erwinia"
"s12-2307","Pantoea"
"s12-2308","Pantoea"
"s12-2309","Pantoea"
"s12-2310","Pseudomonas"
"s12-2311","Siccibacter"
"s12-2312","Pantoea"
"s12-2313","Pantoea"
"s12-2314","Erwinia"
"s12-2315","Erwinia"
"s12-2316","Pseudomonas"
"s12-2317","Pseudomonas"
"s12-2318","Erwinia"
"s12-2319","Pseudomonas"
"s12-2320","Pantoea"
"s12-2321","Pantoea"
"s12-2322","Pantoea"
"s12-2323","Pantoea"
"s12-2324","Pantoea"
"s12-2325","Pseudomonas"
"s12-2326","Pantoea"
"s12-2327","Pantoea"
"s12-2328","Pantoea"
"s12-2329","Pseudomonas"
"s12-2330","Erwinia"
"s12-2331","Erwinia"
"s12-2332","Pantoea"
"s12-2333","Pseudomonas"
"s12-2334","Erwinia"
"s12-2335","Pantoea"
"s12-2337","Pantoea"
"s12-2338","Bacillus"
"s12-2339","Pantoea"
"s12-2340","Pantoea"
"s12-2341","Pantoea"
"s12-2342","Pantoea"
"s12-2343","Pantoea"
"s12-2344","Pantoea"
"s12-2345","Pantoea"
"s12-2346","Pantoea"
"s12-2347","Pantoea"
"s12-2348","Pantoea"
"s12-2349","Pantoea"
"s12-2350","Pantoea"
"s12-2351","Pantoea"
"s12-2352","Pantoea"
"s12-2353","Pantoea"
"s12-2354","Pantoea"
"s12-2355","Pantoea"
"s12-2356","Pantoea"
"s12-2357","Pantoea"
"s12-2358","Pantoea"
"s12-2359","Pantoea"
"s12-2361","Erwinia"
"s12-2362","Pseudomonas"
"s12-2363","Pseudomonas"
"s12-2365","Pseudomonas"
"s12-2366","Pseudomonas"
"s12-2367","Pantoea"
"s12-2368","Pseudomonas"
"s12-2369","Pantoea"
"s12-2370","Shewanella"
"s12-2371","Pantoea"
"s12-2372","Shewanella"
"s12-2373","Shewanella"
"s12-2374","Pantoea"
"s12-2376","Pseudomonas"
"s12-2378","Shewanella"
"s12-2381","Pseudomonas"
"s12-2382","Shewanella"
"s12-2385","Pseudomonas"
"s12-2386","Paenibacillus"
"s12-2388","Pseudomonas"
"s12-2389","Stenotrophomonas"
"s12-2390","Shewanella"
"s12-2391","Sphingobacterium"
"s12-2394","Pseudomonas"
"s12-2395","Pseudomonas"
"s12-2398","Carnobacterium"
"s12-2399","Pseudomonas"
"s12-2400","Shewanella"
"s12-2401","Pseudomonas"
"s12-2402","Shewanella"
"s12-2405","Enterobacterales"
"s12-2406","Pseudomonas"
"s12-2407","Pseudomonas"
"s12-2408","Shewanella"
"s12-2409","Shewanella"
"s12-2410","Shewanella"
"s12-2411","Enterobacterales"
"s12-2412","Shewanella"
"s12-2414","Sphingobacterium"
"s12-2416","Shewanella"
"s12-2417","Pseudomonas"
"s12-2418","Exiguobacterium"
"s12-2419","Exiguobacterium"
"s12-2420","Pseudomonas"
"s12-2421","Exiguobacterium"
"s12-2422","Pseudomonas"
"s12-2423","Pseudomonas"
"s12-2424","Pseudomonas"
"s12-2425","Pseudomonas"
"s12-2426","Pseudomonas"
"s12-2427","Exiguobacterium"
"s12-2428","Pseudomonas"
"s12-2429","Pseudomonas"
"s12-2430","Pseudomonas"
"s12-2431","Exiguobacterium"
"s12-2432","Pseudomonas"
"s12-2433","Exiguobacterium"
"s12-2434","Pseudomonas"
"s12-2435","Pseudomonas"
"s12-2436","Pseudomonas"
"s12-2437","Pseudomonas"
"s12-2438","Pseudomonas"
"s12-2439","Erwinia"
"s12-2440","Pseudomonas"
"s12-2441","Saccharibacillus"
"s12-2442","Erwinia"
"s12-2443","Erwinia"
"s12-2444","Erwinia"
"s12-2445","Erwinia"
"s12-2446","Pseudomonas"
"s12-2447","Erwinia"
"s12-2448","Pseudomonas"
"s12-2449","Shewanella"
"s12-2450","Pseudomonas"
"s12-2451","Yersiniaceae"
"s12-2453","Pseudomonas"
"s12-2454","Pantoea"
"s12-2455","Pantoea"
"s12-2456","Pantoea"
"s12-2457","Pantoea"
"s12-2458","Pseudomonas"
"s12-2459","Erwinia"
"s12-2460","Pseudomonas"
"s12-2463","Pseudomonas"
"s12-2464","Enterobacterales"
"s12-2465","Pantoea"
"s12-2466","Erwinia"
"s12-2467","Erwinia"
"s12-2468","Erwinia"
"s12-2469","Erwinia"
"s12-2470","Erwinia"
"s12-2472","Pseudomonas"
"s12-2473","Pseudomonas"
"s12-2475","Shewanella"
"s12-2480","Erwinia"
"s12-2481","Pseudomonas"
"s12-2482","Pseudomonas"
"s12-2483","Pseudomonas"
"s12-2484","Pseudomonas"
"s12-2485","Pseudomonas"
"s12-2486","Pseudomonas"
"s12-2487","Pseudomonas"
"s12-2488","Pseudomonas"
"s12-2489","Pseudomonas"
"s12-2490","Erwinia"
"s12-2491","Pseudomonas"
"s12-2492","Pseudomonas"
"s12-2493","Pseudomonas"
"s12-2494","Pseudomonas"
"s12-2495","Pseudomonas"
"s12-2496","Pseudomonas"
"s12-2497","Pseudomonas"
"s12-2498","Enterobacterales"
"s12-2499","Pseudomonas"
"s12-2501","Pseudomonas"
"s12-2502","Pseudomonas"
"s12-2503","Pseudomonas"
"s12-2504","Pseudomonas"
"s12-2505","Pseudomonas"
"s12-2506","Pseudomonas"
"s12-2507","Pseudomonas"
"s12-2508","Pseudomonas"
"s12-2509","Pseudomonas"
"s12-2510","Pantoea"
"s12-2511","Pantoea"
"s12-2512","Pantoea"
"s12-2513","Pantoea"
"s12-2514","Pantoea"
"s12-2515","Pantoea"
"s12-2516","Pseudomonas"
"s12-2517","Pseudomonas"
"s12-2518","Pseudomonas"
"s12-2519","Pantoea"
"s12-2520","Pantoea"
"s12-2521","Pantoea"
"s12-2522","Pantoea"
"s12-2523","Pantoea"
"s12-2524","Pantoea"
"s12-2525","Pantoea"
"s12-2526","Pantoea"
"s12-2527","Pantoea"
"s12-2528","Pantoea"
"s12-2529","Pantoea"
"s12-2530","Pantoea"
"s12-2531","Pseudomonas"
"s12-2532","Pseudomonas"
"s12-2533","Pseudomonas"
"s12-2534","Pantoea"
"s12-2535","Pseudomonas"
"s12-2536","Pseudomonas"
"s12-2537","Pseudomonas"
"s12-2538","Pseudomonas"
"s12-2539","Pseudomonas"
"s12-2540","Pseudomonas"
"s12-2541","Erwinia"
"s12-2542","Pseudomonas"
"s12-2543","Pseudomonas"
"s12-2544","Pseudomonas"
"s12-2545","Pseudomonas"
"s12-2546","Pseudomonas"
"s12-2547","Pseudomonas"
"s12-2548","Pantoea"
"s12-2549","Pseudomonas"
"s12-2550","Pseudomonas"
"s12-2551","Enterobacterales"
"s12-2552","Erwinia"
"s12-2553","Pseudomonas"
"s12-2554","Erwinia"
"s12-2555","Erwinia"
"s12-2556","Pseudomonas"
"s12-2557","Erwinia"
"s12-2558","Pseudomonas"
"s12-2559","Pantoea"
"s12-2560","Erwinia"
"s12-2561","Erwinia"
"s12-2563","Pantoea"
"s12-2564","Pantoea"
"s12-2565","Erwinia"
"s12-2566","Pseudomonas"
"s12-2567","Erwinia"
"s12-2568","Erwinia"
"s12-2569","Erwinia"
"s12-2570","Pantoea"
"s12-2571","Pseudomonas"
"s12-2572","Pantoea"
"s12-2573","Pseudomonas"
"s12-2574","Pantoea"
"s12-2575","Erwinia"
"s12-2576","Erwinia"
"s12-2577","Erwinia"
"s12-2578","Pantoea"
"s12-2579","Pantoea"
"s12-2580","Erwinia"
"s12-2581","Erwinia"
"s12-2582","Erwinia"
"s12-2583","Pantoea"
"s12-2584","Pantoea"
"s12-2585","Pantoea"
"s12-2586","Pantoea"
"s12-2587","Pantoea"
"s12-2588","Pantoea"
"s12-2589","Pantoea"
"s12-2590","Pantoea"
"s12-2591","Pantoea"
"s12-2592","Pantoea"
"s12-2593","Pantoea"
"s12-2594","Pantoea"
"s12-2595","Pantoea"
"s12-2596","Pantoea"
"s12-2597","Pseudomonas"
"s12-2598","Pantoea"
"s12-2599","Pantoea"
"s12-2600","Pantoea"
"s12-2601","Pantoea"
"s12-2602","Pantoea"
"s12-2603","Pantoea"
"s12-2604","Pantoea"
"s12-2605","Pantoea"
"s12-2606","Pantoea"
"s12-2607","Pantoea"
"s12-2608","Pantoea"
"s12-2609","Curtobacterium"
"s12-2610","Pseudomonas"
"s12-2611","Pseudomonas"
"s12-2612","Pseudomonas"
"s12-2613","Pseudomonas"
"s12-2614","Pseudomonas"
"s12-2615","Pseudomonas"
"s12-2616","Pseudomonas"
"s12-2617","Pantoea"
"s12-2618","Pantoea"
"s12-2619","Bacillus"
"s12-2621","Pantoea"
"s12-2622","Erwiniaceae"
"s12-2623","Pantoea"
"s12-2624","Pantoea"
"s12-2625","Bacillus"
"s12-2626","Pseudomonas"
"s12-2629","Pseudomonas"
"s12-2630","Pseudomonas"
"s12-2631","Erwinia"
"s12-2632","Pseudomonas"
"s12-2633","Pseudomonas"
"s12-2634","Pantoea"
"s12-2635","Pseudomonas"
"s12-2636","Pseudomonas"
"s12-2637","Erwinia"
"s12-2638","Pseudomonas"
"s12-2639","Erwinia"
"s12-2640","Erwinia"
"s12-2641","Erwinia"
"s12-2642","Erwinia"
"s12-2643","Pantoea"
"s12-2644","Erwinia"
"s12-2645","Erwinia"
"s12-2646","Pantoea"
"s12-2647","Pseudomonas"
"s12-2648","Pseudomonas"
"s12-2649","Pseudomonas"
"s12-2650","Pseudomonas"
"s12-2651","Erwinia"
"s12-2652","Enterobacterales"
"s12-2653","Erwinia"
"s12-2654","Erwinia"
"s12-2655","Pseudomonas"
"s12-2656","Pseudomonas"
"s12-2657","Pseudomonas"
"s12-2658","Erwinia"
"s12-2659","Pseudomonas"
"s12-2660","Pseudomonas"
"s12-2661","Pseudomonas"
"s12-2662","Erwinia"
"s12-2663","Enterobacterales"
"s12-2666","Erwinia"
"s12-2667","Pseudomonas"
"s12-2668","Pseudomonas"
"s12-2669","Pseudomonas"
"s12-2670","Enterobacterales"
"s12-2671","Pseudomonas"
"s12-2672","Pseudomonas"
"s12-2673","Pantoea"
"s12-2674","Pantoea"
"s12-2675","Pantoea"
"s12-2676","Pseudomonas"
"s12-2677","Pseudomonas"
"s12-2678","Pseudomonas"
"s12-2679","Pseudomonas"
"s12-2680","Pseudomonas"
"s12-2681","Pantoea"
"s12-2682","Pantoea"
"s12-2683","Pseudomonas"
"s12-2684","Pseudomonas"
"s12-2685","Pantoea"
"s12-2686","Pantoea"
"s12-2687","Pseudomonas"
"s12-2688","Pseudomonas"
"s12-2689","Pseudomonas"
"s12-2690","Pseudomonas"
"s12-2691","Pseudomonas"
"s12-2692","Pantoea"
"s12-2693","Pantoea"
"s12-2694","Pantoea"
"s12-2695","Pseudomonas"
"s12-2696","Pseudomonas"
"s12-2697","Pseudomonas"
"s12-2698","Pseudomonas"
"s12-2699","Pseudomonas"
"s12-2700","Pantoea"
"s12-2701","Pantoea"
"s12-2702","Pantoea"
"s12-2703","Pantoea"
"s12-2704","Pantoea"
"s12-2705","Pantoea"
"s12-2706","Pantoea"
"s12-2707","Pantoea"
"s12-2708","Pseudomonas"
"s12-2709","Pseudomonas"
"s12-2711","Pseudomonas"
"s12-2712","Pseudomonas"
"s12-2713","Pseudomonas"
"s12-2714","Pseudomonas"
"s12-2715","Pseudomonas"
"s12-2716","Pseudomonas"
"s12-2717","Pseudomonas"
"s12-2718","Pseudomonas"
"s12-2719","Pseudomonas"
"s12-2720","Pseudomonas"
"s12-2721","Pseudomonas"
"s12-2722","Pseudomonas"
"s12-2723","Pseudomonas"
"s12-2724","Pseudomonas"
"s12-2725","Pseudomonas"
"s12-2726","Pseudomonas"
"s12-2727","Pseudomonas"
"s12-2728","Pseudomonas"
"s12-2729","Pseudomonas"
"s12-2730","Pseudomonas"
"s12-2731","Pseudomonas"
"s12-2732","Pseudomonas"
"s12-2733","Pseudomonas"
"s12-2734","Pseudomonas"
"s12-2735","Pseudomonas"
"s12-2736","Pseudomonas"
"s12-2737","Shewanella"
"s12-2738","Shewanella"
"s12-2739","Shewanella"
"s12-2740","Pseudomonas"
"s12-2741","Pseudomonas"
"s12-2742","Pseudomonas"
"s12-2743","Pseudomonas"
"s12-2744","Pseudomonas"
"s12-2745","Pseudomonas"
"s12-2746","Pseudomonas"
"s12-2747","Pseudomonas"
"s12-2749","Pseudomonas"
"s12-2750","Pseudarthrobacter"
"s12-2751","Shewanella"
"s12-2753","Pseudomonas"
"s12-2754","Yersinia"
"s12-2755","Pseudomonas"
"s12-2756","Pseudomonas"
"s12-2757","Pseudomonas"
"s12-2758","Pseudomonas"
"s12-2759","Pseudomonas"
"s12-2760","Pseudomonas"
"s12-2761","Pantoea"
"s12-2762","Pantoea"
"s12-2763","Pseudomonas"
"s12-2764","Streptomyces"
"s12-2765","Pseudomonas"
"s12-2766","Pseudomonas"
"s12-2767","Bacillus"
"s12-2768","Pantoea"
"s12-2769","Bacillus"
"s12-2770","Pseudomonas"
"s12-2771","Plantibacter"
"s12-2772","Bacillus"
"s12-2773","Plantibacter"
"s12-2774","Bacillus"
"s12-2775","Psychrobacter"
